_id,name,channel,link,date,image,viewCount
Sum 41 - Pieces (Official Music Video),Sum 41 - Pieces (Official Music Video),Sum41VEVO,https://www.youtube.com/watch?v=By7ctqcWxyM&authuser=1,2023-08-25T15:38:00.000Z,https://i.ytimg.com/vi/By7ctqcWxyM/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,11
Avril Lavigne - My Happy Ending (Official Video - Clean),Avril Lavigne - My Happy Ending (Official Video - Clean),AvrilLavigneVEVO,https://www.youtube.com/watch?v=s8QYxmpuyxg&authuser=1,2022-12-29T21:13:00.000Z,https://i.ytimg.com/vi/s8QYxmpuyxg/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,11
Fall Out Boy - Irresistible (Official Music Video),Fall Out Boy - Irresistible (Official Music Video),FallOutBoyVEVO,https://www.youtube.com/watch?v=i8BGAYXNW74&authuser=1,2016-10-08T18:59:00.000Z,https://i.ytimg.com/vi/i8BGAYXNW74/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,11
OneRepublic - Alesso Vs. OneRepublic - If I Lose Myself ft. Alesso (Remix),OneRepublic - Alesso Vs. OneRepublic - If I Lose Myself ft. Alesso (Remix),OneRepublicVEVO,https://www.youtube.com/watch?v=dLa_ryRjC7M&authuser=1,2016-07-24T12:59:00.000Z,https://i.ytimg.com/vi/dLa_ryRjC7M/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,11
Black Veil Brides - Heart Of Fire,Black Veil Brides - Heart Of Fire,BVBArmyVEVO,https://www.youtube.com/watch?v=RZxhWqxwsBQ&authuser=1,2017-01-02T15:35:00.000Z,https://i.ytimg.com/vi/RZxhWqxwsBQ/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,11
Betty Who - Heartbreak Dream,Betty Who - Heartbreak Dream,BettyWhoVEVO,https://www.youtube.com/watch?v=KzUz0sfxcMo&authuser=1,2022-01-28T17:36:00.000Z,https://i.ytimg.com/vi/KzUz0sfxcMo/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,11
Zedd - Clarity ft. Foxes,Zedd - Clarity ft. Foxes,ZEDDVEVO,https://www.youtube.com/watch?v=IxxstCcJlsc&authuser=1,2023-02-13T18:11:00.000Z,https://i.ytimg.com/vi/IxxstCcJlsc/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,11
Yeah Yeah Yeahs - Heads Will Roll (Official Music Video),Yeah Yeah Yeahs - Heads Will Roll (Official Music Video),YeahYeahYeahsVEVO,https://www.youtube.com/watch?v=auzfTPp4moA&authuser=1,2024-02-20T10:40:00.000Z,https://i.ytimg.com/vi/auzfTPp4moA/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Bloodhound Gang - Uhn Tiss Uhn Tiss Uhn Tiss (Explicit) [Official Video],Bloodhound Gang - Uhn Tiss Uhn Tiss Uhn Tiss (Explicit) [Official Video],BloodhoundGangVEVO,https://www.youtube.com/watch?v=89tgpzE4qkY&authuser=1,2023-12-07T17:56:00.000Z,https://i.ytimg.com/vi/89tgpzE4qkY/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Eminem - Berzerk (Official Music Video) (Explicit),Eminem - Berzerk (Official Music Video) (Explicit),EminemVEVO,https://www.youtube.com/watch?v=ab9176Srb5Y&authuser=1,2016-05-08T21:03:00.000Z,https://i.ytimg.com/vi/ab9176Srb5Y/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,10
Pale Waves - Lies (Official Video),Pale Waves - Lies (Official Video),PaleWavesVEVO,https://www.youtube.com/watch?v=FsLwaNLwbVo&authuser=1,2024-02-20T11:13:00.000Z,https://i.ytimg.com/vi/FsLwaNLwbVo/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Bon Jovi - It's My Life (Official Music Video),Bon Jovi - It's My Life (Official Music Video),BonJoviVEVO,https://www.youtube.com/watch?v=vx2u5uUu3DE&authuser=1,2017-02-24T12:16:00.000Z,https://i.ytimg.com/vi/vx2u5uUu3DE/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,10
Owl City - Fireflies (Official Music Video),Owl City - Fireflies (Official Music Video),OwlCityVEVO,https://www.youtube.com/watch?v=psuRGfAaju4&authuser=1,2023-02-13T17:51:00.000Z,https://i.ytimg.com/vi/psuRGfAaju4/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Bring Me The Horizon - wonderful life (Lyric Video) ft. Dani Filth,Bring Me The Horizon - wonderful life (Lyric Video) ft. Dani Filth,BMTHOfficialVEVO,https://www.youtube.com/watch?v=4hoDwVy6IQ4&authuser=1,2024-01-13T16:58:00.000Z,https://i.ytimg.com/vi/4hoDwVy6IQ4/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Eminem - Survival (Explicit),Eminem - Survival (Explicit),EminemVEVO,https://www.youtube.com/watch?v=NlmezywdxPI&authuser=1,2016-09-25T21:07:00.000Z,https://i.ytimg.com/vi/NlmezywdxPI/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,10
Pitbull - Timber (Official Video) ft. Ke$ha,Pitbull - Timber (Official Video) ft. Ke$ha,PitbullVEVO,https://www.youtube.com/watch?v=hHUbLv4ThOo&authuser=1,2016-07-16T14:59:00.000Z,https://i.ytimg.com/vi/hHUbLv4ThOo/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,10
Taylor Swift - Our Song,Taylor Swift - Our Song,TaylorSwiftVEVO,https://www.youtube.com/watch?v=Jb2stN7kH28&authuser=1,2019-01-21T17:19:00.000Z,https://i.ytimg.com/vi/Jb2stN7kH28/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,10
The Chainsmokers - Side Effects (Official Video) ft. Emily Warren,The Chainsmokers - Side Effects (Official Video) ft. Emily Warren,ChainsmokersVEVO,https://www.youtube.com/watch?v=nuckTcoZG4Q&authuser=1,2022-10-24T16:30:00.000Z,https://i.ytimg.com/vi/nuckTcoZG4Q/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,10
Angels & Airwaves - The Adventure,Angels & Airwaves - The Adventure,AngelsAirwavesVEVO,https://www.youtube.com/watch?v=JMl8cQjBfqk&authuser=1,2022-01-19T18:30:00.000Z,https://i.ytimg.com/vi/JMl8cQjBfqk/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,10
Heart - Alone,Heart - Alone,HeartVEVO,https://www.youtube.com/watch?v=1Cw1ng75KP0&authuser=1,2023-09-02T18:54:00.000Z,https://i.ytimg.com/vi/1Cw1ng75KP0/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis,Lady Gaga - Just Dance (Official Music Video) ft. Colby O'Donis,LadyGagaVEVO,https://www.youtube.com/watch?v=2Abk1jAONjw&authuser=1,2023-03-17T15:55:00.000Z,https://i.ytimg.com/vi/2Abk1jAONjw/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Pale Waves - Unwanted (Official Video),Pale Waves - Unwanted (Official Video),PaleWavesVEVO,https://www.youtube.com/watch?v=hG9b3dx2pgo&authuser=1,2024-02-20T10:44:00.000Z,https://i.ytimg.com/vi/hG9b3dx2pgo/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
P!NK - U + Ur Hand,P!NK - U + Ur Hand,PinkVEVO,https://www.youtube.com/watch?v=YUtHjOvPKT0&authuser=1,2023-03-17T16:43:00.000Z,https://i.ytimg.com/vi/YUtHjOvPKT0/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,10
Semisonic - Closing Time (Official Music Video),Semisonic - Closing Time (Official Music Video),SemisonicVEVO,https://www.youtube.com/watch?v=xGytDsqkQY8&authuser=1,2023-11-29T20:12:00.000Z,https://i.ytimg.com/vi/xGytDsqkQY8/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
The Chainsmokers - Closer (Lyric) ft. Halsey,The Chainsmokers - Closer (Lyric) ft. Halsey,ChainsmokersVEVO,https://www.youtube.com/watch?v=PT2_F-1esPk&authuser=1,2021-01-21T16:37:00.000Z,https://i.ytimg.com/vi/PT2_F-1esPk/mqdefault.jpg?at=AJOi4lHmgn__uQMmMl3WiLth1KyS%3A1710613382552,9
Bloodhound Gang - The Bad Touch (Official Video),Bloodhound Gang - The Bad Touch (Official Video),BloodhoundGangVEVO,https://www.youtube.com/watch?v=xat1GVnl8-k&authuser=1,2013-07-26T15:48:00.000Z,https://i.ytimg.com/vi/xat1GVnl8-k/mqdefault.jpg?at=AJOi4lF07zf9Ez_VrPOYyhS2FNym%3A1710615273810,9
"Lady Gaga, Ariana Grande - Rain On Me (Official Music Video)","Lady Gaga, Ariana Grande - Rain On Me (Official Music Video)",LadyGagaVEVO,https://www.youtube.com/watch?v=AoAm4om0wTs&authuser=1,2023-03-17T11:51:00.000Z,https://i.ytimg.com/vi/AoAm4om0wTs/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
Sum 41 - Still Waiting (Official Music Video),Sum 41 - Still Waiting (Official Music Video),Sum41VEVO,https://www.youtube.com/watch?v=qO-mSLxih-c&authuser=1,2023-08-25T15:54:00.000Z,https://i.ytimg.com/vi/qO-mSLxih-c/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
Ke$ha - We R Who We R (Official Video),Ke$ha - We R Who We R (Official Video),keshaVEVO,https://www.youtube.com/watch?v=mXvmSaE0JXA&authuser=1,2019-01-05T18:27:00.000Z,https://i.ytimg.com/vi/mXvmSaE0JXA/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,9
Avril Lavigne - My Happy Ending (Official Video),Avril Lavigne - My Happy Ending (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=0-zDFLbWK1Q&authuser=1,2022-06-04T16:36:00.000Z,https://i.ytimg.com/vi/0-zDFLbWK1Q/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,9
Mark Ronson - Find U Again (Official Video) ft. Camila Cabello,Mark Ronson - Find U Again (Official Video) ft. Camila Cabello,MarkRonsonVEVO,https://www.youtube.com/watch?v=b5mlu5GPqyA&authuser=1,2022-11-10T14:34:00.000Z,https://i.ytimg.com/vi/b5mlu5GPqyA/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,9
Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up) - Part 1 of 11,Fall Out Boy - My Songs Know What You Did In The Dark (Light Em Up) - Part 1 of 11,FallOutBoyVEVO,https://www.youtube.com/watch?v=LkIWmsP3c_s&authuser=1,2023-02-15T11:26:00.000Z,https://i.ytimg.com/vi/LkIWmsP3c_s/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
Ghost - Square Hammer (Official Music Video),Ghost - Square Hammer (Official Music Video),GhostBCVEVO,https://www.youtube.com/watch?v=VqoyKzgkqR4&authuser=1,2023-01-21T20:20:00.000Z,https://i.ytimg.com/vi/VqoyKzgkqR4/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
Thirty Seconds To Mars - Up In The Air,Thirty Seconds To Mars - Up In The Air,ThirtySecondsToMarsVEVO,https://www.youtube.com/watch?v=y9uSyICrtow&authuser=1,2023-02-13T18:01:00.000Z,https://i.ytimg.com/vi/y9uSyICrtow/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
blink-182 - I Really Wish I Hated You (Lyric Video),blink-182 - I Really Wish I Hated You (Lyric Video),blink182VEVO,https://www.youtube.com/watch?v=p9asRPqPbjo&authuser=1,2022-03-14T18:31:00.000Z,https://i.ytimg.com/vi/p9asRPqPbjo/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,9
Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),Katy Perry - Last Friday Night (T.G.I.F.) (Official Music Video),KatyPerryVEVO,https://www.youtube.com/watch?v=KlyXNRrsk4A&authuser=1,2022-12-29T22:43:00.000Z,https://i.ytimg.com/vi/KlyXNRrsk4A/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,9
Avril Lavigne - Nobody's Home (Official Video),Avril Lavigne - Nobody's Home (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=NGFSNE18Ywc&authuser=1,2022-01-19T18:52:00.000Z,https://i.ytimg.com/vi/NGFSNE18Ywc/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,9
+44 - When Your Heart Stops Beating,+44 - When Your Heart Stops Beating,44VEVO,https://www.youtube.com/watch?v=2nWv2Hz_GXs&authuser=1,2024-03-15T20:22:00.000Z,https://i.ytimg.com/vi/2nWv2Hz_GXs/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,9
Evanescence - Thoughtless,Evanescence - Thoughtless,EvanescenceVEVO,https://www.youtube.com/watch?v=wtC744jVWmE&authuser=1,2021-04-23T15:14:00.000Z,https://i.ytimg.com/vi/wtC744jVWmE/mqdefault.jpg?at=AJOi4lHmgn__uQMmMl3WiLth1KyS%3A1710613382552,8
Bring Me The Horizon - sugar honey ice & tea (Lyric Video),Bring Me The Horizon - sugar honey ice & tea (Lyric Video),BMTHOfficialVEVO,https://www.youtube.com/watch?v=ULj6eH5YfAw&authuser=1,2023-12-13T14:30:00.000Z,https://i.ytimg.com/vi/ULj6eH5YfAw/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,8
Sum 41 - With Me (Official Music Video),Sum 41 - With Me (Official Music Video),Sum41VEVO,https://www.youtube.com/watch?v=g8z-qP34-1Y&authuser=1,2023-08-25T16:39:00.000Z,https://i.ytimg.com/vi/g8z-qP34-1Y/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,8
Hollywood Undead - We Are (Explicit),Hollywood Undead - We Are (Explicit),HollywoodUndeadVEVO,https://www.youtube.com/watch?v=ocXjr9nPnvg&authuser=1,2016-12-11T13:15:00.000Z,https://i.ytimg.com/vi/ocXjr9nPnvg/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,8
Hollywood Undead - Hear Me Now,Hollywood Undead - Hear Me Now,HollywoodUndeadVEVO,https://www.youtube.com/watch?v=pdoIs1jZbCY&authuser=1,2015-04-18T20:28:00.000Z,https://i.ytimg.com/vi/pdoIs1jZbCY/mqdefault.jpg?at=AJOi4lEUkoBsLV0JRbvjuv5VTGFF%3A1710614135428,8
Amaranthe - True (Official Music Video),Amaranthe - True (Official Music Video),AmarantheMusicVEVO,https://www.youtube.com/watch?v=8bSq4eB9cO8&authuser=1,2020-03-28T20:10:00.000Z,https://i.ytimg.com/vi/8bSq4eB9cO8/mqdefault.jpg?at=AJOi4lEnZ6y7xoqzd5fqjz8FKxRr%3A1710613553438,8
Pale Waves - Change,Pale Waves - Change,PaleWavesVEVO,https://www.youtube.com/watch?v=X6mIMJuKQ6c&authuser=1,2024-02-20T10:26:00.000Z,https://i.ytimg.com/vi/X6mIMJuKQ6c/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,8
Eagle-Eye Cherry - Save Tonight,Eagle-Eye Cherry - Save Tonight,EagleEyeCherryVEVO,https://www.youtube.com/watch?v=Nntd2fgMUYw&authuser=1,2023-12-06T14:44:00.000Z,https://i.ytimg.com/vi/Nntd2fgMUYw/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,8
Evanescence - Good Enough,Evanescence - Good Enough,EvanescenceVEVO,https://www.youtube.com/watch?v=Kw2Ic_2XdVQ&authuser=1,2020-01-11T21:03:00.000Z,https://i.ytimg.com/vi/Kw2Ic_2XdVQ/mqdefault.jpg?at=AJOi4lEnZ6y7xoqzd5fqjz8FKxRr%3A1710613553438,8
Ellie Goulding - Burn (Official Video),Ellie Goulding - Burn (Official Video),EllieGouldingVEVO,https://www.youtube.com/watch?v=CGyEd0aKWZE&authuser=1,2019-08-12T18:29:00.000Z,https://i.ytimg.com/vi/CGyEd0aKWZE/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,8
Hollywood Undead - Been to Hell,Hollywood Undead - Been to Hell,HollywoodUndeadVEVO,https://www.youtube.com/watch?v=SFnE2_DUhbs&authuser=1,2012-04-19T19:58:00.000Z,https://i.ytimg.com/vi/SFnE2_DUhbs/mqdefault.jpg?at=AJOi4lF07zf9Ez_VrPOYyhS2FNym%3A1710615273810,8
Fall Out Boy - I Don't Care,Fall Out Boy - I Don't Care,FallOutBoyVEVO,https://www.youtube.com/watch?v=Alh6iIvVN9o&authuser=1,2022-06-04T16:24:00.000Z,https://i.ytimg.com/vi/Alh6iIvVN9o/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,8
Avicii - Levels,Avicii - Levels,AviciiOfficialVEVO,https://www.youtube.com/watch?v=_ovdm2yX4MA&authuser=1,2019-01-06T13:08:00.000Z,https://i.ytimg.com/vi/_ovdm2yX4MA/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,8
Fall Out Boy - Beat It (MTV Version) (Official Music Video) ft. John Mayer,Fall Out Boy - Beat It (MTV Version) (Official Music Video) ft. John Mayer,FallOutBoyVEVO,https://www.youtube.com/watch?v=sk8Pb17pcQI&authuser=1,2023-01-23T16:49:00.000Z,https://i.ytimg.com/vi/sk8Pb17pcQI/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,8
Avril Lavigne - Losing Grip (Official Video),Avril Lavigne - Losing Grip (Official Video),AvrilLavigneVEVO,https://www.youtube.com/watch?v=LOcKckBLouM&authuser=1,2022-01-03T21:12:00.000Z,https://i.ytimg.com/vi/LOcKckBLouM/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,8
Marilyn Manson - The Beautiful People,Marilyn Manson - The Beautiful People,MarilynMansonVEVO,https://www.youtube.com/watch?v=Ypkv0HeUvTc&authuser=1,2020-02-12T12:51:00.000Z,https://i.ytimg.com/vi/Ypkv0HeUvTc/mqdefault.jpg?at=AJOi4lEnZ6y7xoqzd5fqjz8FKxRr%3A1710613553438,8
blink-182 - DANCE WITH ME (Official Video),blink-182 - DANCE WITH ME (Official Video),blink182VEVO,https://www.youtube.com/watch?v=LUEYNuVeA9Y&authuser=1,2024-01-13T17:03:00.000Z,https://i.ytimg.com/vi/LUEYNuVeA9Y/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,8
Zedd - Stay The Night ft. Hayley Williams,Zedd - Stay The Night ft. Hayley Williams,ZEDDVEVO,https://www.youtube.com/watch?v=i-gyZ35074k&authuser=1,2019-08-12T18:26:00.000Z,https://i.ytimg.com/vi/i-gyZ35074k/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,7
Len - Steal My Sunshine,Len - Steal My Sunshine,LenVEVO,https://www.youtube.com/watch?v=E1fzJ_AYajA&authuser=1,2023-12-13T15:27:00.000Z,https://i.ytimg.com/vi/E1fzJ_AYajA/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,7
Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),Shakira - Waka Waka (This Time for Africa) (The Official 2010 FIFA World Cup™ Song),shakiraVEVO,https://www.youtube.com/watch?v=pRpeEdMmmQ0&authuser=1,2018-11-25T12:48:00.000Z,https://i.ytimg.com/vi/pRpeEdMmmQ0/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,7
Bullet For My Valentine - Waking The Demon (Official Video),Bullet For My Valentine - Waking The Demon (Official Video),bulletvalentineVEVO,https://www.youtube.com/watch?v=q2I0ulTZWXA&authuser=1,2023-01-21T20:06:00.000Z,https://i.ytimg.com/vi/q2I0ulTZWXA/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,7
Tonight Alive - The Other Side (Track by Track),Tonight Alive - The Other Side (Track by Track),TonightAliveVEVO,https://www.youtube.com/watch?v=nhoC1qRIuYc&authuser=1,2017-01-02T16:13:00.000Z,https://i.ytimg.com/vi/nhoC1qRIuYc/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,7
"Zedd, Alessia Cara - Stay (Lyric Video)","Zedd, Alessia Cara - Stay (Lyric Video)",ZEDDVEVO,https://www.youtube.com/watch?v=h--P8HzYZ74&authuser=1,2019-11-30T15:42:00.000Z,https://i.ytimg.com/vi/h--P8HzYZ74/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,7
3 Doors Down - Kryptonite (Official Video),3 Doors Down - Kryptonite (Official Video),3DoorsDownVEVO,https://www.youtube.com/watch?v=xPU8OAjjS4k&authuser=1,2021-12-10T13:28:00.000Z,https://i.ytimg.com/vi/xPU8OAjjS4k/mqdefault.jpg?at=AJOi4lHmgn__uQMmMl3WiLth1KyS%3A1710613382552,7
Lady Gaga - Marry The Night (Official Music Video),Lady Gaga - Marry The Night (Official Music Video),LadyGagaVEVO,https://www.youtube.com/watch?v=cggNqDAtJYU&authuser=1,2021-07-20T13:18:00.000Z,https://i.ytimg.com/vi/cggNqDAtJYU/mqdefault.jpg?at=AJOi4lHmgn__uQMmMl3WiLth1KyS%3A1710613382552,7
Eminem ft. Rihanna - The Monster (Explicit) [Official Video],Eminem ft. Rihanna - The Monster (Explicit) [Official Video],EminemVEVO,https://www.youtube.com/watch?v=EHkozMIXZ8w&authuser=1,2019-08-11T17:53:00.000Z,https://i.ytimg.com/vi/EHkozMIXZ8w/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,7
Bring Me The Horizon - heavy metal (Lyric Video) ft. Rahzel,Bring Me The Horizon - heavy metal (Lyric Video) ft. Rahzel,BMTHOfficialVEVO,https://www.youtube.com/watch?v=_bvBC1mcyB0&authuser=1,2023-11-16T16:59:00.000Z,https://i.ytimg.com/vi/_bvBC1mcyB0/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,7
Lady Gaga - Born This Way (Official Music Video),Lady Gaga - Born This Way (Official Music Video),LadyGagaVEVO,https://www.youtube.com/watch?v=wV1FrqwZyKw&authuser=1,2021-07-20T13:22:00.000Z,https://i.ytimg.com/vi/wV1FrqwZyKw/mqdefault.jpg?at=AJOi4lHmgn__uQMmMl3WiLth1KyS%3A1710613382552,7
The Pretty Reckless - Messed Up World (F'd Up World) (Official Music Video),The Pretty Reckless - Messed Up World (F'd Up World) (Official Music Video),PrettyRecklessVEVO,https://www.youtube.com/watch?v=V_A4G1jkw24&authuser=1,2016-07-24T16:34:00.000Z,https://i.ytimg.com/vi/V_A4G1jkw24/mqdefault.jpg?at=AJOi4lGUCfEgjsg6eTomMEvwInjX%3A1710614429526,7
Pale Waves - Reasons To Live (Official Music Video),Pale Waves - Reasons To Live (Official Music Video),PaleWavesVEVO,https://www.youtube.com/watch?v=oDsMTEfi25A&authuser=1,2024-02-20T11:10:00.000Z,https://i.ytimg.com/vi/oDsMTEfi25A/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,7
American Hi-Fi - Flavor Of The Weak,American Hi-Fi - Flavor Of The Weak,AmericanHiFiVEVO,https://www.youtube.com/watch?v=uAmINmjpQxw&authuser=1,2023-09-29T23:31:00.000Z,https://i.ytimg.com/vi/uAmINmjpQxw/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,7
Lady Gaga - Bad Romance (Official Music Video),Lady Gaga - Bad Romance (Official Music Video),LadyGagaVEVO,https://www.youtube.com/watch?v=qrO4YZeyl0I&authuser=1,2023-01-23T18:44:00.000Z,https://i.ytimg.com/vi/qrO4YZeyl0I/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,7
Limp Bizkit - My Way,Limp Bizkit - My Way,LimpBizkitVEVO,https://www.youtube.com/watch?v=Dn8vzTsnPps&authuser=1,2019-03-30T15:12:00.000Z,https://i.ytimg.com/vi/Dn8vzTsnPps/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,6
"Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer","Pitbull - Give Me Everything ft. Ne-Yo, Afrojack, Nayer",PitbullVEVO,https://www.youtube.com/watch?v=EPo5wWmKEaI&authuser=1,2020-02-08T18:33:00.000Z,https://i.ytimg.com/vi/EPo5wWmKEaI/mqdefault.jpg?at=AJOi4lEnZ6y7xoqzd5fqjz8FKxRr%3A1710613553438,6
Ke$ha - Take It Off (Official Video),Ke$ha - Take It Off (Official Video),keshaVEVO,https://www.youtube.com/watch?v=edP0L6LQzZE&authuser=1,2019-01-06T12:51:00.000Z,https://i.ytimg.com/vi/edP0L6LQzZE/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,6
"The Chainsmokers, ILLENIUM - Takeaway (Official Video) ft. Lennon Stella","The Chainsmokers, ILLENIUM - Takeaway (Official Video) ft. Lennon Stella",ChainsmokersVEVO,https://www.youtube.com/watch?v=lzkKzZmRZk8&authuser=1,2019-11-30T16:03:00.000Z,https://i.ytimg.com/vi/lzkKzZmRZk8/mqdefault.jpg?at=AJOi4lEZVSTWD8N46AGlDdkBYUTJ%3A1710613723580,6
P!nk - Please Don't Leave Me (Official Video),P!nk - Please Don't Leave Me (Official Video),PinkVEVO,https://www.youtube.com/watch?v=eocCPDxKq1o&authuser=1,2014-02-03T18:16:00.000Z,https://i.ytimg.com/vi/eocCPDxKq1o/mqdefault.jpg?at=AJOi4lEUkoBsLV0JRbvjuv5VTGFF%3A1710614135428,6
Nine Days - Absolutely (Story of a Girl),Nine Days - Absolutely (Story of a Girl),NineDaysVEVO,https://www.youtube.com/watch?v=ZIANBamMgas&authuser=1,2023-09-17T01:32:00.000Z,https://i.ytimg.com/vi/ZIANBamMgas/mqdefault.jpg?at=AJOi4lHFHdUfV3mckfvp9s19HMd8%3A1710611787255,6
Bowling For Soup - Alexa Bliss (Official Video),Bowling For Soup - Alexa Bliss (Official Video),BowlingForSoupVEVO,https://www.youtube.com/watch?v=K4vla140LEM&authuser=1,2022-11-10T15:42:00.000Z,https://i.ytimg.com/vi/K4vla140LEM/mqdefault.jpg?at=AJOi4lEAZijToYL3729x7PL8I9rw%3A1710612978116,6
